Time,Date,Discharge_inflow_m3pers,DOC_concentration_inflow_mgperL
39783,12/01/2008,8.72198,2.56605
39784,12/02/2008,8.62903,2.56645
39785,12/03/2008,9.03001,2.56747
39786,12/04/2008,8.92073,2.56798
39787,12/05/2008,8.8142,2.56891
39788,12/06/2008,8.71203,2.5696
39789,12/07/2008,8.61281,2.57032
39790,12/08/2008,8.52352,2.56882
39791,12/09/2008,8.46222,2.55955
39792,12/10/2008,9.58784,2.56453
39793,12/11/2008,9.95728,2.5678
39794,12/12/2008,9.84702,2.56892
39795,12/13/2008,9.74462,2.56843
39796,12/14/2008,16.3772,2.29975
39797,12/15/2008,18.0627,2.38959
39798,12/16/2008,17.1802,2.42418
39799,12/17/2008,16.5164,2.45517
39800,12/18/2008,15.6949,2.47759
39801,12/19/2008,15.0141,2.497
39802,12/20/2008,14.4462,2.51349
39803,12/21/2008,13.9685,2.52732
39804,12/22/2008,13.5635,2.53867
39805,12/23/2008,13.2163,2.54792
39806,12/24/2008,12.9149,2.55546
39807,12/25/2008,12.6507,2.56147
39808,12/26/2008,30.5423,2.2301
39809,12/27/2008,61.2833,2.03491
39810,12/28/2008,59.307,2.06616
39811,12/29/2008,52.5587,2.10705
39812,12/30/2008,46.1187,2.16047
39813,12/31/2008,40.5747,2.20809
39814,01/01/2009,36.1233,2.25574
39815,01/02/2009,32.542,2.30229
39816,01/03/2009,29.6542,2.34659
39817,01/04/2009,27.6088,2.39286
39818,01/05/2009,25.7087,2.43028
39819,01/06/2009,24.2028,2.46005
39820,01/07/2009,24.3621,2.51168
39821,01/08/2009,23.2943,2.53567
39822,01/09/2009,23.508,2.50868
39823,01/10/2009,23.0306,2.54089
39824,01/11/2009,22.2062,2.56125
39825,01/12/2009,21.5107,2.57798
39826,01/13/2009,20.9177,2.59158
39827,01/14/2009,20.4053,2.60265
39828,01/15/2009,19.9598,2.61128
39829,01/16/2009,19.5665,2.61805
39830,01/17/2009,19.2149,2.62329
39831,01/18/2009,18.8977,2.62717
39832,01/19/2009,18.6061,2.63025
39833,01/20/2009,18.3471,2.63096
39834,01/21/2009,18.2003,2.63337
39835,01/22/2009,17.9635,2.63415
39836,01/23/2009,17.7386,2.63453
39837,01/24/2009,17.9033,2.63878
39838,01/25/2009,17.6936,2.6383
39839,01/26/2009,17.4919,2.63747
39840,01/27/2009,17.5729,2.63945
39841,01/28/2009,17.3781,2.63845
39842,01/29/2009,17.2248,2.6378
39843,01/30/2009,17.0423,2.63597
39844,01/31/2009,16.9683,2.6253
39845,02/01/2009,18.5902,2.62348
39846,02/02/2009,20.0034,2.64358
39847,02/03/2009,22.5296,2.58811
39848,02/04/2009,23.7036,2.62411
39849,02/05/2009,23.1024,2.63346
39850,02/06/2009,22.5808,2.64065
39851,02/07/2009,22.1231,2.64603
39852,02/08/2009,21.9204,2.65229
39853,02/09/2009,21.5495,2.6553
39854,02/10/2009,21.2112,2.65739
39855,02/11/2009,20.9273,2.65835
39856,02/12/2009,21.1808,2.66448
39857,02/13/2009,21.2133,2.66757
39858,02/14/2009,21.135,2.66892
39859,02/15/2009,20.9106,2.66765
39860,02/16/2009,21.2404,2.67232
39861,02/17/2009,21.0959,2.67201
39862,02/18/2009,20.8564,2.67064
39863,02/19/2009,20.6247,2.66898
39864,02/20/2009,20.3995,2.6671
39865,02/21/2009,20.1901,2.66453
39866,02/22/2009,19.9817,2.66149
39867,02/23/2009,19.7754,2.65862
39868,02/24/2009,19.5713,2.6559
39869,02/25/2009,19.3693,2.65331
39870,02/26/2009,19.1694,2.65082
39871,02/27/2009,18.9715,2.64843
39872,02/28/2009,18.7757,2.64612
39873,03/01/2009,18.5819,2.64388
39874,03/02/2009,18.3904,2.64168
39875,03/03/2009,18.2005,2.63957
39876,03/04/2009,18.0179,2.63675
39877,03/05/2009,18.3887,2.64103
39878,03/06/2009,18.4579,2.6415
39879,03/07/2009,18.2673,2.63943
39880,03/08/2009,18.0788,2.63742
39881,03/09/2009,17.8931,2.6353
39882,03/10/2009,17.7075,2.6335
39883,03/11/2009,17.5247,2.6316
39884,03/12/2009,17.3439,2.62975
39885,03/13/2009,17.1648,2.62793
39886,03/14/2009,16.9877,2.62614
39887,03/15/2009,16.8123,2.62439
39888,03/16/2009,16.6388,2.62268
39889,03/17/2009,16.4671,2.621
39890,03/18/2009,16.2971,2.61936
39891,03/19/2009,16.1289,2.61775
39892,03/20/2009,15.9624,2.61617
39893,03/21/2009,15.7977,2.61463
39894,03/22/2009,15.6346,2.61311
39895,03/23/2009,15.4732,2.61163
39896,03/24/2009,15.3135,2.61018
39897,03/25/2009,15.1555,2.60877
39898,03/26/2009,14.999,2.60738
39899,03/27/2009,14.8442,2.60602
39900,03/28/2009,14.7047,2.60226
39901,03/29/2009,14.5478,2.60188
39902,03/30/2009,14.3941,2.60126
39903,03/31/2009,19.5401,2.66448
39904,04/01/2009,19.3445,2.65982
39905,04/02/2009,21.3445,2.66788
39906,04/03/2009,21.357,2.66659
39907,04/04/2009,20.1784,2.6596
39908,04/05/2009,19.3095,2.65358
39909,04/06/2009,18.8417,2.65096
39910,04/07/2009,26.5379,2.69346
39911,04/08/2009,27.0076,2.69494
39912,04/09/2009,25.5104,2.68967
39913,04/10/2009,24.4144,2.67946
39914,04/11/2009,36.4014,2.67969
39915,04/12/2009,40.3719,2.66095
39916,04/13/2009,37.2194,2.66732
39917,04/14/2009,33.961,2.66825
39918,04/15/2009,31.7192,2.66373
39919,04/16/2009,29.8434,2.66697
39920,04/17/2009,28.0391,2.66619
39921,04/18/2009,27.0642,2.66714
39922,04/19/2009,27.0827,2.67368
39923,04/20/2009,27.2982,2.67945
39924,04/21/2009,27.307,2.68832
39925,04/22/2009,26.7704,2.69162
39926,04/23/2009,26.0607,2.69176
39927,04/24/2009,25.4494,2.69105
39928,04/25/2009,24.9164,2.68971
39929,04/26/2009,31.9899,2.67231
39930,04/27/2009,32.0759,2.68912
39931,04/28/2009,30.5578,2.68938
39932,04/29/2009,29.699,2.69352
39933,04/30/2009,30.9739,2.68105
39934,05/01/2009,31.0321,2.69085
39935,05/02/2009,30.1683,2.69568
39936,05/03/2009,29.1098,2.69636
39937,05/04/2009,28.2178,2.69607
39938,05/05/2009,27.4516,2.69567
39939,05/06/2009,26.7881,2.69498
39940,05/07/2009,26.2075,2.694
39941,05/08/2009,25.6957,2.69255
39942,05/09/2009,25.2398,2.69066
39943,05/10/2009,24.8255,2.68877
39944,05/11/2009,24.4456,2.68682
39945,05/12/2009,24.0917,2.68505
39946,05/13/2009,23.7652,2.68274
39947,05/14/2009,24.3515,2.67644
39948,05/15/2009,23.9787,2.67135
39949,05/16/2009,23.5357,2.66999
39950,05/17/2009,23.1358,2.66854
39951,05/18/2009,22.7703,2.66707
39952,05/19/2009,22.4326,2.66561
39953,05/20/2009,22.1153,2.66444
39954,05/21/2009,21.8151,2.66348
39955,05/22/2009,21.5329,2.66219
39956,05/23/2009,21.2839,2.65837
39957,05/24/2009,21.0642,2.65215
39958,05/25/2009,20.8468,2.6467
39959,05/26/2009,20.64,2.64082
39960,05/27/2009,20.4187,2.63759
39961,05/28/2009,20.2079,2.63371
39962,05/29/2009,19.9994,2.63018
39963,05/30/2009,19.7929,2.62694
39964,05/31/2009,19.5886,2.62393
39965,06/01/2009,19.3865,2.62112
39966,06/02/2009,19.1864,2.61848
39967,06/03/2009,18.9883,2.61598
39968,06/04/2009,18.7923,2.6136
39969,06/05/2009,18.5992,2.61121
39970,06/06/2009,18.4064,2.60914
39971,06/07/2009,18.2164,2.60703
39972,06/08/2009,18.0284,2.605
39973,06/09/2009,17.8423,2.60303
39974,06/10/2009,17.6582,2.60112
39975,06/11/2009,17.4759,2.59926
39976,06/12/2009,17.2955,2.59745
39977,06/13/2009,17.117,2.59569
39978,06/14/2009,16.9403,2.59397
39979,06/15/2009,16.7655,2.5923
39980,06/16/2009,16.5924,2.59066
39981,06/17/2009,16.4212,2.58907
39982,06/18/2009,16.2517,2.58751
39983,06/19/2009,16.0885,2.58525
39984,06/20/2009,21.3447,2.81063
39985,06/21/2009,20.2021,2.78054
39986,06/22/2009,19.1819,2.75279
39987,06/23/2009,19.1321,2.75501
39988,06/24/2009,18.174,2.73151
39989,06/25/2009,17.3861,2.71017
39990,06/26/2009,16.7353,2.69071
39991,06/27/2009,16.1743,2.67622
39992,06/28/2009,15.6929,2.6648
39993,06/29/2009,15.2787,2.65543
39994,06/30/2009,14.9194,2.64765
39995,07/01/2009,14.6027,2.64144
39996,07/02/2009,14.3237,2.63596
39997,07/03/2009,14.0707,2.63187
39998,07/04/2009,13.843,2.62811
39999,07/05/2009,13.6604,2.61991
40000,07/06/2009,16.3944,2.78989
40001,07/07/2009,16.2429,2.78276
40002,07/08/2009,15.4731,2.75251
40003,07/09/2009,15.5555,2.7605
40004,07/10/2009,15.6133,2.77
40005,07/11/2009,14.8907,2.74188
40006,07/12/2009,14.2826,2.71901
40007,07/13/2009,13.7713,2.69989
40008,07/14/2009,13.3419,2.68318
40009,07/15/2009,12.973,2.66965
40010,07/16/2009,12.6556,2.65819
40011,07/17/2009,12.3974,2.64471
40012,07/18/2009,12.1605,2.63515
40013,07/19/2009,11.946,2.62775
40014,07/20/2009,11.7466,2.62278
40015,07/21/2009,11.5613,2.61947
40016,07/22/2009,11.4208,2.60983
40017,07/23/2009,11.3029,2.59811
40018,07/24/2009,11.1863,2.5886
40019,07/25/2009,11.0708,2.58087
40020,07/26/2009,10.9565,2.57459
40021,07/27/2009,10.8435,2.56947
40022,07/28/2009,10.7315,2.56529
40023,07/29/2009,10.6208,2.56187
40024,07/30/2009,10.5111,2.55906
40025,07/31/2009,10.4027,2.55676
40026,08/01/2009,10.2953,2.55486
40027,08/02/2009,10.189,2.55329
40028,08/03/2009,10.0844,2.55186
40029,08/04/2009,9.97977,2.55091
40030,08/05/2009,9.87676,2.55002
40031,08/06/2009,9.77482,2.54927
40032,08/07/2009,9.67924,2.54726
40033,08/08/2009,9.58462,2.54534
40034,08/09/2009,10.1229,2.63679
40035,08/10/2009,9.85604,2.62966
40036,08/11/2009,9.61888,2.62547
40037,08/12/2009,9.4116,2.62207
40038,08/13/2009,9.22651,2.61986
40039,08/14/2009,9.06053,2.61829
40040,08/15/2009,8.9092,2.61747
40041,08/16/2009,8.81149,2.60486
40042,08/17/2009,8.72054,2.59337
40043,08/18/2009,8.63053,2.58416
40044,08/19/2009,8.54145,2.57679
40045,08/20/2009,8.45329,2.57089
40046,08/21/2009,8.36604,2.56619
40047,08/22/2009,8.27969,2.56245
40048,08/23/2009,8.19423,2.55949
40049,08/24/2009,8.10965,2.55716
40050,08/25/2009,8.02595,2.55534
40051,08/26/2009,7.94311,2.55393
40052,08/27/2009,7.86112,2.55286
40053,08/28/2009,7.77998,2.55207
40054,08/29/2009,7.71073,2.54784
40055,08/30/2009,7.62021,2.55111
40056,08/31/2009,7.54156,2.55088
40057,09/01/2009,7.46371,2.55077
40058,09/02/2009,7.38668,2.55077
40059,09/03/2009,7.31043,2.55085
40060,09/04/2009,7.23778,2.55003
40061,09/05/2009,7.1603,2.55124
40062,09/06/2009,7.0864,2.55152
40063,09/07/2009,7.01325,2.55184
40064,09/08/2009,6.94087,2.55221
40065,09/09/2009,6.86922,2.55262
40066,09/10/2009,6.79832,2.55307
40067,09/11/2009,6.72815,2.55354
40068,09/12/2009,6.65871,2.55404
40069,09/13/2009,6.58998,2.55457
40070,09/14/2009,25.7638,4.38202
40071,09/15/2009,21.8781,4.27644
40072,09/16/2009,18.6397,4.16568
40073,09/17/2009,16.0484,4.04732
40074,09/18/2009,14.4096,3.93053
40075,09/19/2009,12.6582,3.80567
40076,09/20/2009,11.2739,3.67289
40077,09/21/2009,10.1354,3.55126
40078,09/22/2009,9.21601,3.43478
40079,09/23/2009,8.47231,3.32529
40080,09/24/2009,7.86861,3.22453
40081,09/25/2009,7.37694,3.13339
40082,09/26/2009,6.97625,3.05167
40083,09/27/2009,6.64619,2.98033
40084,09/28/2009,6.37225,2.91898
40085,09/29/2009,6.14217,2.86732
40086,09/30/2009,5.94907,2.82343
40087,10/01/2009,5.80402,2.77753
40088,10/02/2009,5.65788,2.74936
40089,10/03/2009,5.53584,2.72384
40090,10/04/2009,5.4245,2.70487
40091,10/05/2009,5.32242,2.69103
40092,10/06/2009,5.22857,2.68111
40093,10/07/2009,5.14353,2.67328
40094,10/08/2009,5.08436,2.65737
40095,10/09/2009,5.03196,2.64219
40096,10/10/2009,4.9921,2.62389
40097,10/11/2009,4.92854,2.62092
40098,10/12/2009,4.87767,2.61363
40099,10/13/2009,4.82733,2.608
40100,10/14/2009,4.7775,2.60373
40101,10/15/2009,4.74797,2.58971
40102,10/16/2009,4.68277,2.59636
40103,10/17/2009,4.63109,2.59664
40104,10/18/2009,4.58329,2.59562
40105,10/19/2009,4.53598,2.59507
40106,10/20/2009,6.27399,3.24525
40107,10/21/2009,11.3619,4.0508
40108,10/22/2009,35.0253,4.53636
40109,10/23/2009,28.7085,4.48083
40110,10/24/2009,23.6703,4.41682
40111,10/25/2009,19.6525,4.34339
40112,10/26/2009,16.4569,4.25774
40113,10/27/2009,13.8979,4.16489
40114,10/28/2009,11.8526,4.0638
40115,10/29/2009,10.2169,3.95571
40116,10/30/2009,8.90777,3.84238
40117,10/31/2009,7.85824,3.72647
40118,11/01/2009,7.01498,3.61088
40119,11/02/2009,6.48111,3.48752
40120,11/03/2009,5.90523,3.38276
40121,11/04/2009,5.44094,3.28375
40122,11/05/2009,5.06531,3.1922
40123,11/06/2009,4.75898,3.11001
40124,11/07/2009,4.51105,3.0354
40125,11/08/2009,4.30401,2.97244
40126,11/09/2009,4.1313,2.91916
40127,11/10/2009,3.98679,2.87422
40128,11/11/2009,3.86368,2.83763
40129,11/12/2009,3.75749,2.80866
40130,11/13/2009,3.64875,2.78708
40131,11/14/2009,3.58661,2.76607
40132,11/15/2009,3.53426,2.74862
40133,11/16/2009,3.48896,2.73471
40134,11/17/2009,3.44931,2.72372
40135,11/18/2009,3.41557,2.714
40136,11/19/2009,3.38533,2.7063
40137,11/20/2009,3.36871,2.69157
40138,11/21/2009,3.35268,2.67945
40139,11/22/2009,3.33673,2.66973
40140,11/23/2009,3.32086,2.66195
40141,11/24/2009,3.30506,2.65571
40142,11/25/2009,3.28934,2.65071
40143,11/26/2009,3.27369,2.64668
40144,11/27/2009,3.25812,2.64345
40145,11/28/2009,3.24262,2.64085
40146,11/29/2009,3.23891,2.62921
40147,11/30/2009,3.21481,2.63462
40148,12/01/2009,3.19657,2.63568
40149,12/02/2009,3.18136,2.63457
40150,12/03/2009,3.16623,2.63366
40151,12/04/2009,3.15117,2.63292
40152,12/05/2009,3.13618,2.6323
40153,12/06/2009,3.12126,2.6318
40154,12/07/2009,3.10642,2.63138
40155,12/08/2009,3.09164,2.63102
40156,12/09/2009,3.07694,2.63072
40157,12/10/2009,3.0623,2.63046
40158,12/11/2009,3.04774,2.63024
40159,12/12/2009,3.22051,2.69849
40160,12/13/2009,3.1808,2.67429
40161,12/14/2009,3.12969,2.66871
40162,12/15/2009,3.08444,2.66565
40163,12/16/2009,3.04624,2.66258
40164,12/17/2009,3.01307,2.66005
40165,12/18/2009,2.9839,2.65796
40166,12/19/2009,2.96249,2.65215
40167,12/20/2009,2.94265,2.64747
40168,12/21/2009,6.42948,3.95995
40169,12/22/2009,5.69978,3.8216
40170,12/23/2009,5.12476,3.67793
40171,12/24/2009,7.14019,4.05175
40172,12/25/2009,6.24911,3.92398
40173,12/26/2009,5.54476,3.78848
40174,12/27/2009,4.97181,3.66106
40175,12/28/2009,4.51222,3.53793
40176,12/29/2009,4.14221,3.42232
40177,12/30/2009,3.84477,3.31522
40178,12/31/2009,3.60671,3.21671
40179,01/01/2010,3.416,3.12766
40180,01/02/2010,3.26213,3.04923
40181,01/03/2010,3.13724,2.98147
40182,01/04/2010,3.0351,2.92397
40183,01/05/2010,2.97177,2.85572
40184,01/06/2010,2.89881,2.81875
40185,01/07/2010,5.09243,3.77229
40186,01/08/2010,4.58668,3.63876
40187,01/09/2010,4.18172,3.50999
40188,01/10/2010,3.85698,3.38872
40189,01/11/2010,3.59608,3.27704
40190,01/12/2010,3.38599,3.17629
40191,01/13/2010,26.3262,4.8062
40192,01/14/2010,21.4776,4.75099
40193,01/15/2010,17.5988,4.69056
40194,01/16/2010,14.5107,4.61954
40195,01/17/2010,12.0751,4.53314
40196,01/18/2010,10.1127,4.43921
40197,01/19/2010,8.54663,4.3353
40198,01/20/2010,7.30237,4.21886
40199,01/21/2010,6.30527,4.097
40200,01/22/2010,5.50952,3.96913
40201,01/23/2010,4.87479,3.83753
40202,01/24/2010,4.36668,3.7067
40203,01/25/2010,3.9771,3.56382
40204,01/26/2010,3.64879,3.444
40205,01/27/2010,3.3853,3.33247
40206,01/28/2010,3.17293,3.23135
40207,01/29/2010,3.00165,3.14104
40208,01/30/2010,2.8626,3.06233
40209,01/31/2010,3.06871,3.09223
40210,02/01/2010,2.91318,3.02163
40211,02/02/2010,2.78655,2.96075
40212,02/03/2010,2.68269,2.90937
40213,02/04/2010,2.59824,2.86526
40214,02/05/2010,2.52628,2.83106
40215,02/06/2010,2.46767,2.80159
40216,02/07/2010,2.41827,2.77788
40217,02/08/2010,2.3914,2.74154
40218,02/09/2010,3.90246,3.46226
40219,02/10/2010,3.55595,3.36058
40220,02/11/2010,3.28415,3.2587
40221,02/12/2010,3.06574,3.1651
40222,02/13/2010,2.8898,3.08086
40223,02/14/2010,2.74767,3.00643
40224,02/15/2010,2.63245,2.94171
40225,02/16/2010,11.2721,4.35896
40226,02/17/2010,9.40137,4.28181
40227,02/18/2010,7.91227,4.19397
40228,02/19/2010,24.4797,4.44125
40229,02/20/2010,21.1972,4.28178
40230,02/21/2010,17.6415,4.20623
40231,02/22/2010,14.7244,4.1305
40232,02/23/2010,12.401,4.04544
40233,02/24/2010,10.5432,3.95251
40234,02/25/2010,9.06034,3.85203
40235,02/26/2010,7.87572,3.74582
40236,02/27/2010,6.92997,3.63536
40237,02/28/2010,6.16984,3.52577
40238,03/01/2010,5.56244,3.4167
40239,03/02/2010,5.07536,3.3115
40240,03/03/2010,9.36935,3.69567
40241,03/04/2010,12.0244,3.25591
40242,03/05/2010,7.85849,3.44752
40243,03/06/2010,7.31719,3.32304
40244,03/07/2010,6.7724,3.23785
40245,03/08/2010,7.15762,3.06329
40246,03/09/2010,6.69295,2.99093
40247,03/10/2010,6.31292,2.92649
40248,03/11/2010,6.00036,2.87006
40249,03/12/2010,17.2094,3.73026
40250,03/13/2010,56.2412,3.75981
40251,03/14/2010,55.8248,3.56671
40252,03/15/2010,46.658,3.5185
40253,03/16/2010,38.6557,3.48112
40254,03/17/2010,32.2723,3.43861
40255,03/18/2010,27.177,3.39109
40256,03/19/2010,23.1048,3.33922
40257,03/20/2010,19.8464,3.28382
40258,03/21/2010,17.2414,3.22487
40259,03/22/2010,15.1912,3.15821
40260,03/23/2010,14.1147,3.07428
40261,03/24/2010,12.7535,3.0155
40262,03/25/2010,11.6544,2.95955
40263,03/26/2010,10.7634,2.90764
40264,03/27/2010,10.039,2.86024
40265,03/28/2010,9.44617,2.8181
40266,03/29/2010,8.96056,2.78063
40267,03/30/2010,8.55946,2.74805
40268,03/31/2010,8.22621,2.71994
40269,04/01/2010,7.94726,2.69588
40270,04/02/2010,7.71032,2.67591
40271,04/03/2010,7.50562,2.65999
40272,04/04/2010,9.79976,2.72589
40273,04/05/2010,10.1598,2.68926
40274,04/06/2010,9.60856,2.6728
40275,04/07/2010,9.1569,2.65767
40276,04/08/2010,8.78799,2.64286
40277,04/09/2010,8.76586,2.63082
40278,04/10/2010,8.49198,2.62357
40279,04/11/2010,8.25741,2.61787
40280,04/12/2010,9.29841,2.65948
40281,04/13/2010,10.2471,2.63276
40282,04/14/2010,10.551,2.62093
40283,04/15/2010,10.2469,2.61376
40284,04/16/2010,9.97155,2.60802
40285,04/17/2010,9.7331,2.60341
40286,04/18/2010,9.54528,2.59399
40287,04/19/2010,10.1522,2.59241
40288,04/20/2010,10.1424,2.59216
40289,04/21/2010,9.97444,2.59231
40290,04/22/2010,9.82229,2.59208
40291,04/23/2010,9.68277,2.59157
40292,04/24/2010,9.56788,2.58694
40293,04/25/2010,9.44527,2.58644
40294,04/26/2010,9.36499,2.576
40295,04/27/2010,9.90956,2.57733
40296,04/28/2010,9.80727,2.57368
40297,04/29/2010,9.70605,2.5707
40298,04/30/2010,9.60586,2.56825
40299,05/01/2010,9.97813,2.59153
40300,05/02/2010,13.0248,2.7748
40301,05/03/2010,53.3507,3.19018
40302,05/04/2010,96.2077,2.80395
40303,05/05/2010,83.981,2.75692
40304,05/06/2010,74.7585,2.69262
40305,05/07/2010,63.3517,2.68807
40306,05/08/2010,53.7617,2.68369
40307,05/09/2010,46.0928,2.67906
40308,05/10/2010,39.9506,2.67441
40309,05/11/2010,35.0292,2.66949
40310,05/12/2010,31.1312,2.66102
40311,05/13/2010,33.4692,2.52596
40312,05/14/2010,33.2573,2.53711
40313,05/15/2010,31.2813,2.55752
40314,05/16/2010,28.7834,2.56857
40315,05/17/2010,26.7535,2.57866
40316,05/18/2010,25.0944,2.58788
40317,05/19/2010,24.8537,2.55724
40318,05/20/2010,24.3585,2.57779
40319,05/21/2010,23.2341,2.58839
40320,05/22/2010,22.6742,2.58187
40321,05/23/2010,22.424,2.59553
40322,05/24/2010,22.0214,2.6064
40323,05/25/2010,21.395,2.61258
40324,05/26/2010,20.8528,2.6178
40325,05/27/2010,20.3846,2.62138
40326,05/28/2010,20.5871,2.59949
40327,05/29/2010,20.0944,2.60579
40328,05/30/2010,19.6585,2.61135
40329,05/31/2010,19.2697,2.61609
40330,06/01/2010,18.9271,2.61902
40331,06/02/2010,18.6258,2.61988
40332,06/03/2010,18.3399,2.62154
40333,06/04/2010,18.0723,2.6231
40334,06/05/2010,17.8216,2.62428
40335,06/06/2010,17.5994,2.62301
40336,06/07/2010,17.4168,2.61719
40337,06/08/2010,17.237,2.61208
40338,06/09/2010,17.0704,2.60593
40339,06/10/2010,16.8874,2.60311
40340,06/11/2010,16.7189,2.59879
40341,06/12/2010,16.5363,2.59731
40342,06/13/2010,16.6789,2.58364
40343,06/14/2010,18.8845,2.54821
40344,06/15/2010,22.0161,2.51027
40345,06/16/2010,21.3364,2.53109
40346,06/17/2010,20.1654,2.54345
40347,06/18/2010,19.1975,2.55443
40348,06/19/2010,19.7032,2.54146
40349,06/20/2010,19.0341,2.55057
40350,06/21/2010,18.8347,2.5648
40351,06/22/2010,18.1646,2.57275
40352,06/23/2010,17.594,2.57986
40353,06/24/2010,17.105,2.58592
40354,06/25/2010,16.6811,2.59114
40355,06/26/2010,16.3104,2.59544
40356,06/27/2010,15.9855,2.5985
40357,06/28/2010,15.7017,2.5998
40358,06/29/2010,15.6824,2.59383
40359,06/30/2010,15.3876,2.59749
40360,07/01/2010,15.1206,2.60065
40361,07/02/2010,14.8775,2.60317
40362,07/03/2010,14.6555,2.60484
40363,07/04/2010,17.8011,2.59076
40364,07/05/2010,16.9228,2.59399
40365,07/06/2010,16.1938,2.59686
40366,07/07/2010,15.5831,2.59955
40367,07/08/2010,15.0658,2.60224
40368,07/09/2010,14.6257,2.60449
40369,07/10/2010,14.2501,2.60585
40370,07/11/2010,13.9224,2.60715
40371,07/12/2010,13.6341,2.60821
40372,07/13/2010,13.3808,2.60844
40373,07/14/2010,13.1524,2.60858
40374,07/15/2010,12.9465,2.60819
40375,07/16/2010,12.784,2.60222
40376,07/17/2010,12.6529,2.59234
40377,07/18/2010,12.5214,2.58458
40378,07/19/2010,12.3924,2.57801
40379,07/20/2010,12.2643,2.57265
40380,07/21/2010,12.1377,2.56818
40381,07/22/2010,12.0124,2.56445
40382,07/23/2010,13.0308,2.57877
40383,07/24/2010,12.6379,2.58062
40384,07/25/2010,12.3012,2.58222
40385,07/26/2010,14.5411,2.64501
40386,07/27/2010,13.7678,2.63623
40387,07/28/2010,13.1196,2.63053
40388,07/29/2010,13.5785,2.63981
40389,07/30/2010,32.8013,2.8316
40390,07/31/2010,28.2236,2.81273
40391,08/01/2010,24.5358,2.79444
40392,08/02/2010,21.5841,2.77505
40393,08/03/2010,19.2256,2.75392
40394,08/04/2010,18.9179,2.72567
40395,08/05/2010,19.7754,2.69956
40396,08/06/2010,31.4512,2.66665
40397,08/07/2010,26.9783,2.66145
40398,08/08/2010,23.3967,2.6562
40399,08/09/2010,23.2851,2.62741
40400,08/10/2010,20.4201,2.62443
40401,08/11/2010,18.1191,2.62164
40402,08/12/2010,31.6776,2.54984
40403,08/13/2010,29.6472,2.5231
40404,08/14/2010,31.5082,2.46714
40405,08/15/2010,26.933,2.47451
40406,08/16/2010,23.2236,2.48315
40407,08/17/2010,20.2498,2.49264
40408,08/18/2010,17.8636,2.50262
40409,08/19/2010,15.9518,2.51181
40410,08/20/2010,14.4054,2.52204
40411,08/21/2010,13.152,2.53284
40412,08/22/2010,12.1379,2.54279
40413,08/23/2010,11.315,2.5516
40414,08/24/2010,10.6444,2.55925
40415,08/25/2010,10.0936,2.56606
40416,08/26/2010,9.63597,2.57268
40417,08/27/2010,9.25329,2.57895
40418,08/28/2010,8.93907,2.58237
40419,08/29/2010,9.30542,2.55861
40420,08/30/2010,8.96995,2.55928
40421,08/31/2010,8.68918,2.5592
40422,09/01/2010,8.43226,2.56447
40423,09/02/2010,8.31035,2.56125
40424,09/03/2010,8.09706,2.56715
40425,09/04/2010,7.90999,2.57273
40426,09/05/2010,7.74533,2.57759
40427,09/06/2010,7.59947,2.58158
40428,09/07/2010,7.7078,2.57085
40429,09/08/2010,7.5468,2.57387
40430,09/09/2010,7.40321,2.57672
40431,09/10/2010,7.27625,2.5785
40432,09/11/2010,7.15671,2.58154
40433,09/12/2010,7.04706,2.58424
40434,09/13/2010,6.96956,2.57771
40435,09/14/2010,6.89974,2.57033
40436,09/15/2010,6.82643,2.56591
40437,09/16/2010,6.76963,2.55663
40438,09/17/2010,10.626,2.64542
40439,09/18/2010,21.9955,2.70588
40440,09/19/2010,21.1055,2.67911
40441,09/20/2010,18.8916,2.66371
40442,09/21/2010,35.3233,2.60522
40443,09/22/2010,31.1677,2.60207
40444,09/23/2010,26.7817,2.59993
40445,09/24/2010,25.4562,2.57004
40446,09/25/2010,23.5358,2.57034
40447,09/26/2010,21.3532,2.56734
40448,09/27/2010,19.9368,2.56841
40449,09/28/2010,18.5775,2.56958
40450,09/29/2010,17.173,2.56973
40451,09/30/2010,16.0296,2.56996
40452,10/01/2010,15.0942,2.57026
40453,10/02/2010,14.3252,2.57051
